id,title,url,description,adress,rating,created,updated
,Biodigital (P) Ltd,http://www.biodigitalindia.com,"Marketing; Marketing of products used in the life sciences and biotechnology, pharmaceutical and healthcare sectors. Supplying products like Gel Doc systems, 2D software, 2D electrophoresis, freeze dryer, ELISA readers, spectrophotometer etc.;  amino acid analyzers, peptide synthesizers, protein digester and spot picker.",,,NOW(),NOW()
,BioEra India,http://www.bioeraindia.com/,Manufacturing laboratory equipments and service to the researchers to test their samples,,,NOW(),NOW()
,"Biogen Idec India
",http://www.biogenidec.com,"Therapies, Research and Development",,,NOW(),NOW()
,BioGenex Life Sciences Pvt Ltd,http://www.biogenex.com,Technologies for cell and molecular pathology by providing automated systems for detection and diagnosis of cancer and infectious diseases.,,,NOW(),NOW()
,Biogeniux,http://www.biogenuix.com,"Marketing; Provides marketing, distribution and CRO solutions to global biotech and healthcare companies having an interest in the growing Indian market.",,,NOW(),NOW()
,BioGenomics Ltd,http://www.biogenomics.co.in,"Recombinant DNA Technologies.; diabetology, oncology, cardiology, infectious diseases and hematology.",,,NOW(),NOW()
,Biogentek BG (India) Private Ltd,http://www.biogentek.com,Development of products related to fermentation. Marketing; Marketing of instruments and chemicals for biotechnology and microbiology research.,,,NOW(),NOW()
,BioImagene India Private Ltd,"http://www.bioimagene.com
","R & D; Provides solutions targeted to the specific needs of pathologists, researchers and drug developers",,,NOW(),NOW()
,Biolab Diagnostics (I) Pvt Ltd,http://www.biolabdiagnostics.com,"Manufacture, R & D; Manufacturing of various products such as dry chemistry reagents and urine strips, bacterial antigens, rapid test for hormones and infectious diseases.",,,NOW(),NOW()
,Biological E. Ltd,http://www.biologicale.com,"Development of recombinant proteins, bacterial vaccines and viral vaccines. Manufacture,R & D; Development of tetravalent dengue vaccine, staphylokinase, erythropoietin and H1N1 vaccine.  Biological E Limited also produces paediatric vaccines like DPT, TT and ATS and has growth plans to expand into new generation vaccines by focusing on combo vaccines. ",,,NOW(),NOW()
,Bio-Med Healthcare Products Pvt Ltd,http://www.biomedhealthcare.com,"Manufacture, R & D, Development of products of highest quality in the field of healthcare disposables.",,,NOW(),NOW()
,Biomedical Consulting India (Private) Ltd.,http://www.biomedconsult.com,"Consultancy in areas of global regulatory strategy, product development, pharmacology/toxicology, Chemistry, Manufacturing and Controls (CMC) clinical trial design and patient safety.",,,NOW(),NOW()
,BioMerieux India,http://www.biomerieuxindia.in,Marketing; Marketing of equipment and instruments for scientific and medical laboratories.,,,NOW(),NOW()
,Bioorganics and Applied Materials Pvt Ltd,http://www.bioorganics.biz,"Bioorganics provides medicinal chemistry services for drug discovery companies around the world in the area of Contract R&D Synthesis, Custom Synthesis and the synthesis of  Reference APIs, Metabolites and D-labeled drug entities. Bioorganics undertake Drug discovery projects with pharma companies",,,NOW(),NOW()
,Bio-Rad Laboratories India Pvt Ltd,http://www.bio-rad.com,Marketing; Life Science equipment and clinical diagnostics.,,,NOW(),NOW()
,BioSciences Research Institute,N/A,"Manufacture, R & D, Marketing, Consultancy; Rational Drug Design: Developing  drugs through rational drug design, build software, databases and methodologies in the field of proteomics and drug design. Focus areas are proteins in tissue factor pathway, ligand design for G-coupled receptors and HIV integrase, identification of new drug targets  and development of potential drug for tuberculosis. Development of protein ligand database for autoimmune diseases, mining of novel diagnostic markers and drug targets from pathways by developing software tools. Development of software tools for simulating/ engineering the metabolic pathways of various diseases by using full genome data, 3D structural data of the proteins,metabolites, enzymes etc. to assign  putative functions to genes using various properties other than sequence similarity.",,,NOW(),NOW()
,Bioseeds Research India Pvt Ltd,http://www.shrirambioseed.com,"R & D; A part of the DCM Shriram Group, aiming to work on research projects related to the application of agricultural biotechnology for the development of superior cotton hybrids.Technology assistance for using molecular markers, gene marker identification and genetic transformation to be provided by ICRISAT.",,,NOW(),NOW()
,Bioserve Biotechnologies Ltd,http://www.bioserve.com,"Providing human biomaterial, preclinical molecular services, and research tools to accelerate breakthroughs in genetics, drug discovery, biomarker research, and molecular diagnostics",,,NOW(),NOW()
,Bioserve Clinical Research Pvt Ltd,http://www.bioserve.co.in,"Phase I Clinical Services
Clinical End Point Studies
Bioanalytical Services
Quality Assurance & Regulatory Affairs
Pharmacokinetics & Statistics
Phase II / III Clinical Trial Management",,,NOW(),NOW()
,Biotech Consortium India Ltd,http://www.bcil.nic.in,"Technology transfer, consultancy, project management, information services, manpower training and placement services.; Providing the linkages amongst research institutions, industry, government and funding institutions, to facilitate accelerated commercialization of biotechnology in India.",,,NOW(),NOW()
,Biotech Desk Pvt Ltd,http://www.biotechdesk.com,"Manufacture, R & D,Marketing, Consultancy; Provides consultancy to start-ups in biotechnology; supplies fine biochemicals & equipment for R&D.",,,NOW(),NOW()
,Biotech International Ltd,http://www.biotech-int.com," Manufacture, R & D, Marketing, Consultancy; Manufacturing, marketing and export of biopesticides, biocontrol agents, botanicals & biofertilizers. Development of metabolics, enzymes kinetics. Actively involved in extension activities, organizing and participating relevant conferences / seminars / farmers to provide IPM framework to the end users. Development of new virulent strains of fungi and bacteria, new generation active molecule extractions and formulation, development of botanicals & microbes based biofertilizers, vermicompost, semiochemicals, biological nutrient, tissue culture propagation, xenobiotics, biotherapeutics, biopharmacokinetics, bionanotechnology, probiotics, genomics,
enzymes kinetics, diagnostics, analysis and validation technology.",,,NOW(),NOW()
,Biotech Park,"http://www.biotechcitylucknow.org

http://www.biotechpark.org.in","Consultancy; A biotech park focussing on micropropagation, extraction and distillation of medicinal and aromatic plants. Production of vermicompost, cultivation of biodiesel plant (Jatropha), banana cultivation, raising of nursery of banana and Jatropha plants, biofertilizers. Extraction and distillation of medicinal and aromatic crops, tissue culture for production of horticulture crops, biofertilizer production.",,,NOW(),NOW()
,Biotech Testing Services (BTS),"NA


",Industrial Biological/ Chemical Testing and R & D; Product Development,,,NOW(),NOW()
,Biotron Healthcare (India) Pvt Ltd,http://www.biotronhealthcare.com,"Marketing; Marketing of equipment, consumables, technology and services in the field of drug discovery, molecular diagnostics, rapid kit manufacturing, microscopy & image analysis and biotechnology research.",,,NOW(),NOW()
,Biovet Private Limited,http://www.biovet.in,"animal health enterprise actively engaged in advancing the knowledge in veterinary science to develop the art of modern technology, commercialize veterinary biotech products and reach out to the farmers with scientific solutions for their animal health issues mainly in areas of vaccinology.",,,NOW(),NOW()
,"BIOZEEN, Bangalore Biotech Labs Pvt. Ltd.",http://www.biozeen.com,"Biotech and pharmaceutical manufacturing operations, process, engineering, automation and compliance expertise",,,NOW(),NOW()
,Bisen Biotech & Biopharma Pvt. Ltd.,"http://www.bisenbiotechindia.com


","1. Diagnoostic kits for various biochemical constituents
2. Prototype antibody based diagnostic kits for tuberculosis 1. Company is having DSIR recognized R&D. The Current research activities of the applicant include:    
a. development of health care products that include diagnostic reagents, kits, therapeutics  for infectious and non-infectious diseases such as Tuberculosis, AIDS, Cancer and filariasis and 
b. agro based products such as biodiesel production from Jatropha, micropropagation of Jatropha curcas, development of neutraceuticals from mushrooms and  Spirulina etc. 
",,,NOW(),NOW()
,Brain Wave Biosolutions Ltd,http://www.brainwave.in,"R & D, Consultancy; Provides services to pharma & biotechnology companies in datamining, database technology  and data analysis in biology & chemistry. Wet lab consultancy - group companies, bioinformatics & cheminformatics- products & services. Development of database technology; datamining using natural language processing; cheminformatics and visualisation in bioinformatics.",,,NOW(),NOW()
,Brilliant Industries Ltd Vaccine Division,http://www.poulvet.com," Manufacture, Marketing; Manufacturing and marketing of vaccines.To improve the immunogenicity of vaccines.",,,NOW(),NOW()
,Business Intelligence Technologies India Pvt. Ltd.,http://www.bitanz.com,"Design and Development of end-to-end healthcare and Bio Informatics solutions for public and private sector healthcare and research segment.    Some of the applications developed include Scanned Medical Records, PACS systems for Medical Image storage and Retrieval, Intelligent Imaging for aiding diagnosis in Epilepsy and Dementia patients, 3D fusion for Oncology Planning and simple and cost effective x-ray based breast screening solutions. 
OSDD – Supporting OSDD initiative for CSIR 
",,,NOW(),NOW()
,Cadila Healthcare Ltd,http://www.zyduscadila.com,"Manufacture,R & D,Marketing; Development of biogeneric products for reputed, semi-reputed markets. Development of novel biologics, development of in vitro & cell based assays for screening of molecules. Development of several biogeneric products for Indian and International markets, development of follow on biologics, non-infringing and patentable processes for biogeneric products, cell based assays and in vitro assays for screening of compounds.",,,NOW(),NOW()
,Caius Research Laboratory,http://www.xaviers.edu/caiuslab.htm,R & D; Isolation & characterisation of cellulase producing microorganisms from rumen of sheep. Cloning of cellulase genes from cellulolytic rumen bacteria.,,,NOW(),NOW()
,Caliber Technologies Pvt. Ltd,http://www.caliberindia.com,R & D; Production of tissue cultured ornamental and horticultural plant.,,,NOW(),NOW()
,Cambindia Biotech Kits (Pvt) Ltd,NA,"Marketing; Marketing and distribution of diagnostic (Rapid & ELISA) kits for HIV, HBsAg, HCV, sexually transmitted infections, drugs of abuse, pregnancy.",,,NOW(),NOW()
